"Molecule ChEMBL ID"	"Molecule Name"	"Molecule Max Phase"	"Molecular Weight"	"#RO5 Violations"	"AlogP"	"Compound Key"	"Smiles"	"Standard Type"	"Standard Relation"	"Standard Value"	"Standard Units"	"pChEMBL Value"	"Data Validity Comment"	"Comment"	"Uo Units"	"Ligand Efficiency BEI"	"Ligand Efficiency LE"	"Ligand Efficiency LLE"	"Ligand Efficiency SEI"	"Potential Duplicate"	"Assay ChEMBL ID"	"Assay Description"	"Assay Type"	"BAO Format ID"	"BAO Label"	"Assay Organism"	"Assay Tissue ChEMBL ID"	"Assay Tissue Name"	"Assay Cell Type"	"Assay Subcellular Fraction"	"Assay Parameters"	"Assay Variant Accession"	"Assay Variant Mutation"	"Target ChEMBL ID"	"Target Name"	"Target Organism"	"Target Type"	"Document ChEMBL ID"	"Source ID"	"Source Description"	"Document Journal"	"Document Year"	"Cell ChEMBL ID"	"Properties"
"CHEMBL4450995"	""	"None"	"308.41"	"0"	"4.10"	"4i"	"O=C(NC1CCCc2ccccc21)c1nc2ccccc2s1"	"Activity"	""	""	""	""	""	"Active"	""	""	""	""	""	"0"	"CHEMBL4367896"	"Displacement of [3H]CP55940 from recombinant human CB1R expressed in HEK293 cell membranes at 10 uM incubated for 90 mins relative to control"	"B"	"BAO_0000219"	"cell-based format"	"Homo sapiens"	"None"	"None"	"HEK293"	"None"	""	""	""	"CHEMBL218"	"Cannabinoid CB1 receptor"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL4364306"	"1"	"Scientific Literature"	"Eur J Med Chem"	"2019"	"CHEMBL3307715"	""
"CHEMBL256469"	""	"None"	"417.53"	"0"	"3.39"	"24"	"Cc1c(C(=O)N(C)CCC#N)oc2ccc(S(=O)(=O)N3CC(C)CC(C)C3)cc12"	"Inhibition"	"'='"	"50.0"	"%"	""	""	""	"UO_0000187"	""	""	""	""	"0"	"CHEMBL950089"	"Displacement of radioligand from human CB1 receptor expressed in HEK293 cells at 10 uM"	"B"	"BAO_0000219"	"cell-based format"	"Homo sapiens"	"None"	"None"	"HEK293"	"None"	""	""	""	"CHEMBL218"	"Cannabinoid CB1 receptor"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1142334"	"1"	"Scientific Literature"	"Bioorg Med Chem Lett"	"2008"	"CHEMBL3307715"	""
"CHEMBL571344"	""	"None"	"382.55"	"0"	"4.62"	"11"	"CC(C)[C@H]1CC[C@H](C(=O)c2cn(CCN3CCOCC3)c3ccccc23)CC1"	"Ki"	"'>'"	"10000.0"	"nM"	""	""	""	"UO_0000065"	""	""	""	""	"0"	"CHEMBL1040876"	"Displacement of [3H]CP-55940 from human recombinant CB1 receptor expressed in CHO cells"	"B"	"BAO_0000219"	"cell-based format"	"Homo sapiens"	"None"	"None"	"CHO"	"None"	""	""	""	"CHEMBL218"	"Cannabinoid CB1 receptor"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1156767"	"1"	"Scientific Literature"	"J Med Chem"	"2010"	"CHEMBL3308072"	""
"CHEMBL4441955"	""	"None"	"365.52"	"0"	"4.93"	"37"	"CCCCCn1c(C(=O)NC23CC4CC(CC(C4)C2)C3)cc2cccnc21"	"EC50"	""	""	""	""	""	"Not Active"	""	""	""	""	""	"0"	"CHEMBL4374867"	"Agonist activity at human CB1-receptor expressed in CHO-K1 cells coexpressing G-alpha16 by Fluo-4-AM dye based calcium mobilization assay"	"A"	"BAO_0000219"	"cell-based format"	"Homo sapiens"	"None"	"None"	"CHO-K1"	"None"	""	""	""	"CHEMBL218"	"Cannabinoid CB1 receptor"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL4373687"	"1"	"Scientific Literature"	"Medchemcomm"	"2019"	"CHEMBL3307512"	""
"CHEMBL4545503"	""	"None"	"408.55"	"0"	"3.07"	"39"	"O=C(NC12CC3CC(CC(C3)C1)C2)c1cc2cnccc2n1CCN1CCOCC1"	"Inhibition"	"'<'"	"50.0"	"%"	""	""	""	"UO_0000187"	""	""	""	""	"0"	"CHEMBL4374882"	"Antagonist activity at human CB1-receptor expressed in CHO-K1 cells coexpressing G-alpha16 at 10 uM pre-incubated for 10 mins and later treated with 100 nM CB-receptor agonist, CP55940 by Fluo-4-AM dye based calcium mobilization assay"	"A"	"BAO_0000219"	"cell-based format"	"Homo sapiens"	"None"	"None"	"CHO-K1"	"None"	""	""	""	"CHEMBL218"	"Cannabinoid CB1 receptor"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL4373687"	"1"	"Scientific Literature"	"Medchemcomm"	"2019"	"CHEMBL3307512"	""
"CHEMBL4089308"	""	"None"	"359.47"	"0"	"2.58"	"8"	"CCCCCn1c(=O)n(CC(=O)NC(C)(C)C)c(=O)c2c(C)cccc21"	"EC50"	"'>'"	"10000.0"	"nM"	""	""	""	"UO_0000065"	""	""	""	""	"0"	"CHEMBL4036853"	"Agonist activity at CB1 receptor (unknown origin) expressed in CHO cells co-expressing G-alpha16 incubated for 24 hrs by fluo-4 AM dye based whole-cell calcium mobilization assay"	"A"	"BAO_0000219"	"cell-based format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL218"	"Cannabinoid CB1 receptor"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL4033762"	"1"	"Scientific Literature"	"ACS Med Chem Lett"	"2017"	"None"	""
"CHEMBL279787"	""	"None"	"483.79"	"1"	"6.31"	"20"	"O=C(NC1CCc2ccccc21)c1nc(-c2ccc(Cl)cc2Cl)n(-c2ccc(Cl)cc2)n1"	"Ki"	"'='"	"101.0"	"nM"	"7.00"	""	""	"UO_0000065"	"14.46"	"0.30"	"0.69"	"11.70"	"0"	"CHEMBL873196"	"Evaluated for binding affinity towards human Cannabinoid receptor 1"	"B"	"BAO_0000357"	"single protein format"	"None"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL218"	"Cannabinoid CB1 receptor"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1147585"	"1"	"Scientific Literature"	"Bioorg Med Chem Lett"	"2004"	"None"	""
"CHEMBL1760662"	""	"None"	"445.44"	"0"	"4.09"	"22"	"COc1ccc(C(F)(F)F)cc1Cn1c(C(=O)NCC(C)(C)O)cc2cc(C#N)ccc21"	"IC50"	"'='"	"11.48"	"nM"	"7.94"	""	""	"UO_0000065"	""	""	""	""	"0"	"CHEMBL1764461"	"Antagonist activity against human CB1 receptor"	"F"	"BAO_0000019"	"assay format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL218"	"Cannabinoid CB1 receptor"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1759935"	"1"	"Scientific Literature"	"Bioorg Med Chem Lett"	"2011"	"None"	""
"CHEMBL4445661"	""	"None"	"314.45"	"0"	"4.43"	"2k"	"Cc1nc(-c2ccccc2)sc1C(=O)NCC1CCCCC1"	"Activity"	""	""	""	""	""	"Active"	""	""	""	""	""	"0"	"CHEMBL4367896"	"Displacement of [3H]CP55940 from recombinant human CB1R expressed in HEK293 cell membranes at 10 uM incubated for 90 mins relative to control"	"B"	"BAO_0000219"	"cell-based format"	"Homo sapiens"	"None"	"None"	"HEK293"	"None"	""	""	""	"CHEMBL218"	"Cannabinoid CB1 receptor"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL4364306"	"1"	"Scientific Literature"	"Eur J Med Chem"	"2019"	"CHEMBL3307715"	""
"CHEMBL1814461"	""	"None"	"498.67"	"1"	"6.57"	"4f"	"CCCCCn1cc(C(=O)NC23CC4CC(CC(C4)C2)C3)c(=O)c2cc(-c3ccccc3)cc(OC)c21"	"Ki"	"'>'"	"10000.0"	"nM"	""	""	""	"UO_0000065"	""	""	""	""	"0"	"CHEMBL1817171"	"Displacement of [3H]CP-55940 from human recombinant CB1 receptor expressed in HEK cells"	"B"	"BAO_0000219"	"cell-based format"	"Homo sapiens"	"None"	"None"	"HEK293"	"None"	""	""	""	"CHEMBL218"	"Cannabinoid CB1 receptor"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1811785"	"1"	"Scientific Literature"	"J Med Chem"	"2011"	"CHEMBL3307715"	""
"CHEMBL1814466"	""	"None"	"487.44"	"1"	"5.36"	"7a"	"CCCCCn1c(=O)c(C(=O)NC23CC4CC(CC(C4)C2)C3)c(O)c2cc(Br)ccc21"	"Ki"	"'>'"	"10000.0"	"nM"	""	""	""	"UO_0000065"	""	""	""	""	"0"	"CHEMBL1817171"	"Displacement of [3H]CP-55940 from human recombinant CB1 receptor expressed in HEK cells"	"B"	"BAO_0000219"	"cell-based format"	"Homo sapiens"	"None"	"None"	"HEK293"	"None"	""	""	""	"CHEMBL218"	"Cannabinoid CB1 receptor"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1811785"	"1"	"Scientific Literature"	"J Med Chem"	"2011"	"CHEMBL3307715"	""
"CHEMBL4452732"	""	"None"	"408.55"	"0"	"3.07"	"22"	"O=C(NC12CC3CC(CC(C3)C1)C2)c1cn(CCN2CCOCC2)c2cccnc12"	"Emax"	""	""	""	""	""	"Not Determined"	""	""	""	""	""	"0"	"CHEMBL4374868"	"Agonist activity at human CB1-receptor expressed in CHO-K1 cells coexpressing G-alpha16 assessed as maximum efficacy by Fluo-4-AM dye based calcium mobilization assay relative to CP55940"	"A"	"BAO_0000219"	"cell-based format"	"Homo sapiens"	"None"	"None"	"CHO-K1"	"None"	""	""	""	"CHEMBL218"	"Cannabinoid CB1 receptor"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL4373687"	"1"	"Scientific Literature"	"Medchemcomm"	"2019"	"CHEMBL3307512"	""
"CHEMBL1566956"	"TROXIPIDE"	"-1.0"	"294.35"	"0"	"1.19"	"TROXIPIDE"	"COc1cc(C(=O)NC2CCCNC2)cc(OC)c1OC"	"IC50"	""	""	""	""	""	"Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured)"	""	""	""	""	""	"0"	"CHEMBL1909122"	"DRUGMATRIX: Cannabinoid CB1 radioligand binding (ligand: [3H] SR141716A)"	"B"	"BAO_0000249"	"cell membrane format"	"None"	"None"	"None"	"Chem-1"	"Membrane"	""	""	""	"CHEMBL218"	"Cannabinoid CB1 receptor"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1909046"	"15"	"DrugMatrix"	""	""	"None"	""
"CHEMBL262777"	"VANCOMYCIN"	"4.0"	"1449.27"	"None"	"None"	"Vancomycin"	"CN[C@H](CC(C)C)C(=O)N[C@H]1C(=O)N[C@@H](CC(N)=O)C(=O)N[C@H]2C(=O)N[C@H]3C(=O)N[C@H](C(=O)N[C@H](C(=O)O)c4cc(O)cc(O)c4-c4cc3ccc4O)[C@H](O)c3ccc(c(Cl)c3)Oc3cc2cc(c3O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O[C@H]2C[C@](C)(N)[C@H](O)[C@H](C)O2)Oc2ccc(cc2Cl)[C@H]1O"	"IC50"	""	""	""	""	""	"Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured)"	""	""	""	""	""	"0"	"CHEMBL1909122"	"DRUGMATRIX: Cannabinoid CB1 radioligand binding (ligand: [3H] SR141716A)"	"B"	"BAO_0000249"	"cell membrane format"	"None"	"None"	"None"	"Chem-1"	"Membrane"	""	""	""	"CHEMBL218"	"Cannabinoid CB1 receptor"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1909046"	"15"	"DrugMatrix"	""	""	"None"	""
"CHEMBL18701"	"RO-201724"	"None"	"278.35"	"0"	"2.10"	"Ro-201724"	"CCCCOc1cc(CC2CNC(=O)N2)ccc1OC"	"IC50"	""	""	""	""	""	"Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured)"	""	""	""	""	""	"0"	"CHEMBL1909122"	"DRUGMATRIX: Cannabinoid CB1 radioligand binding (ligand: [3H] SR141716A)"	"B"	"BAO_0000249"	"cell membrane format"	"None"	"None"	"None"	"Chem-1"	"Membrane"	""	""	""	"CHEMBL218"	"Cannabinoid CB1 receptor"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1909046"	"15"	"DrugMatrix"	""	""	"None"	""
"CHEMBL3323688"	""	"None"	"511.79"	"2"	"8.44"	"17"	"CCCCCCC(C)(C)c1cc(O)cc(OCCCCCCCC(=O)NC23CC4CC(CC(C4)C2)C3)c1"	"Ki"	"'>'"	"10000.0"	"nM"	""	""	""	"UO_0000065"	""	""	""	""	"0"	"CHEMBL3379965"	"Displacement of [3H]CP-55,940 from human recombinant CB1 receptor expressed in HEK293 cell membranes"	"B"	"BAO_0000219"	"cell-based format"	"Homo sapiens"	"None"	"None"	"HEK293"	"None"	""	""	""	"CHEMBL218"	"Cannabinoid CB1 receptor"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL3351868"	"1"	"Scientific Literature"	"Bioorg Med Chem"	"2014"	"CHEMBL3307715"	""
"CHEMBL2153660"	""	"None"	"603.53"	"1"	"4.45"	"14"	"CCOC(=O)[C@@H](O)CCN/C(=N\S(=O)(=O)c1ccc(Cl)cc1)N1CC(c2ccccc2)C(c2ccc(Cl)cc2)=N1"	"Inhibition"	"'='"	"53.0"	"%"	""	""	""	"UO_0000187"	""	""	""	""	"0"	"CHEMBL2156598"	"Displacement of 3[H]ligand from recombinant human CB1 receptor at 100 nM"	"B"	"BAO_0000357"	"single protein format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL218"	"Cannabinoid CB1 receptor"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL2150881"	"1"	"Scientific Literature"	"Bioorg Med Chem Lett"	"2012"	"None"	""
"CHEMBL3322464"	""	"None"	"1151.94"	"None"	"None"	"7g"	"Cc1c(C(=O)NCCCCCCCCNC(=O)[C@@H]2CCC[C@H](C(=O)NCCCCCCCCNC(=O)c3nn(-c4ccc(Cl)cc4Cl)c(-c4ccc(Cl)cc4)c3C)C2)nn(-c2ccc(Cl)cc2Cl)c1-c1ccc(Cl)cc1"	"EC50"	"'='"	"3160.0"	"nM"	"5.50"	""	""	"UO_0000065"	"4.77"	"None"	"None"	"None"	"0"	"CHEMBL3378769"	"Inverse agonist activity at human CB1 receptor expressed in Sf9 cells coexpressing Gbeta1gamma2 and RSG4 assessed as degradation of [gamma-33P]GTP after 20 mins by steady-state GTPase assay"	"B"	"BAO_0000219"	"cell-based format"	"Homo sapiens"	"None"	"None"	"Sf9"	"None"	""	""	""	"CHEMBL218"	"Cannabinoid CB1 receptor"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL3351293"	"1"	"Scientific Literature"	"Bioorg Med Chem Lett"	"2014"	"CHEMBL3308860"	""
"CHEMBL2177253"	""	"None"	"350.46"	"1"	"5.43"	"53"	"CCCCCc1cc(OC)c2cc(Cc3ccccc3C)c(=O)oc2c1"	"Inhibition"	""	""	"%"	""	""	"Active"	"UO_0000187"	""	""	""	""	"0"	"CHEMBL2388861"	"Antagonist activity at human CB1 receptor expressed in CHOK1 cells assessed as inhibition of forskolin-stimulated cAMP level at 10 uM"	"F"	"BAO_0000219"	"cell-based format"	"Homo sapiens"	"None"	"None"	"CHO-K1"	"None"	""	""	""	"CHEMBL218"	"Cannabinoid CB1 receptor"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL2384924"	"1"	"Scientific Literature"	"J Med Chem"	"2013"	"CHEMBL3307512"	""
"CHEMBL512108"	""	"None"	"391.86"	"0"	"4.72"	"13b"	"Clc1cnccc1-c1noc(C2CCN(c3cnc4ccccc4c3)CC2)n1"	"EC50"	"'='"	"96.0"	"nM"	"7.02"	""	""	"UO_0000065"	"17.91"	"0.34"	"2.30"	"10.33"	"0"	"CHEMBL976340"	"Agonist activity at human CB1 receptor expressed in insect Sf9 cells assessed as effect on Eu-GTP binding"	"B"	"BAO_0000219"	"cell-based format"	"Homo sapiens"	"None"	"None"	"Sf9"	"None"	""	""	""	"CHEMBL218"	"Cannabinoid CB1 receptor"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1155906"	"1"	"Scientific Literature"	"Bioorg Med Chem Lett"	"2008"	"CHEMBL3308860"	""
"CHEMBL468175"	""	"None"	"476.86"	"1"	"6.48"	"12g"	"Fc1ccc(-c2noc(C3CCN(c4cnc5c(C(F)(F)F)cccc5c4)CC3)n2)c(Cl)c1"	"EC50"	"'='"	"15.0"	"nM"	"7.82"	""	""	"UO_0000065"	"16.41"	"0.32"	"1.34"	"14.21"	"0"	"CHEMBL976340"	"Agonist activity at human CB1 receptor expressed in insect Sf9 cells assessed as effect on Eu-GTP binding"	"B"	"BAO_0000219"	"cell-based format"	"Homo sapiens"	"None"	"None"	"Sf9"	"None"	""	""	""	"CHEMBL218"	"Cannabinoid CB1 receptor"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1155906"	"1"	"Scientific Literature"	"Bioorg Med Chem Lett"	"2008"	"CHEMBL3308860"	""
"CHEMBL514543"	""	"None"	"412.90"	"1"	"5.19"	"12e"	"Fc1ccc(-c2noc(C3CCN(c4cnc5c(c4)CCCC5)CC3)n2)c(Cl)c1"	"EC50"	"'='"	"910.0"	"nM"	"6.04"	""	""	"UO_0000065"	"14.63"	"0.28"	"0.85"	"10.97"	"0"	"CHEMBL976340"	"Agonist activity at human CB1 receptor expressed in insect Sf9 cells assessed as effect on Eu-GTP binding"	"B"	"BAO_0000219"	"cell-based format"	"Homo sapiens"	"None"	"None"	"Sf9"	"None"	""	""	""	"CHEMBL218"	"Cannabinoid CB1 receptor"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1155906"	"1"	"Scientific Literature"	"Bioorg Med Chem Lett"	"2008"	"CHEMBL3308860"	""
"CHEMBL478202"	""	"None"	"408.86"	"1"	"5.15"	"11"	"Fc1ccc(-c2noc(C[C@H]3CCN(c4cnc5ccccc5c4)C3)n2)c(Cl)c1"	"EC50"	"'='"	"1690.0"	"nM"	"5.77"	""	""	"UO_0000065"	"14.12"	"0.27"	"0.62"	"10.49"	"0"	"CHEMBL976340"	"Agonist activity at human CB1 receptor expressed in insect Sf9 cells assessed as effect on Eu-GTP binding"	"B"	"BAO_0000219"	"cell-based format"	"Homo sapiens"	"None"	"None"	"Sf9"	"None"	""	""	""	"CHEMBL218"	"Cannabinoid CB1 receptor"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1155906"	"1"	"Scientific Literature"	"Bioorg Med Chem Lett"	"2008"	"CHEMBL3308860"	""
"CHEMBL514706"	""	"None"	"410.88"	"1"	"5.90"	"6"	"CC(C)(CCc1nc(-c2ccc(F)cc2Cl)no1)Nc1cnc2ccccc2c1"	"EC50"	"'='"	"1300.0"	"nM"	"5.89"	""	""	"UO_0000065"	"14.33"	"0.28"	"-0.01"	"9.22"	"0"	"CHEMBL976340"	"Agonist activity at human CB1 receptor expressed in insect Sf9 cells assessed as effect on Eu-GTP binding"	"B"	"BAO_0000219"	"cell-based format"	"Homo sapiens"	"None"	"None"	"Sf9"	"None"	""	""	""	"CHEMBL218"	"Cannabinoid CB1 receptor"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1155906"	"1"	"Scientific Literature"	"Bioorg Med Chem Lett"	"2008"	"CHEMBL3308860"	""
"CHEMBL476110"	""	"None"	"394.84"	"1"	"5.29"	"rac-9"	"Fc1ccc(-c2noc([C@H]3C[C@@H]3CNc3cnc4ccccc4c3)n2)c(Cl)c1"	"Activity"	""	""	""	""	""	"Not Active"	""	""	""	""	""	"0"	"CHEMBL976341"	"Agonist activity at human CB1 receptor expressed in insect Sf9 cells assessed as effect on Eu-GTP binding at 10 uM"	"B"	"BAO_0000219"	"cell-based format"	"Homo sapiens"	"None"	"None"	"Sf9"	"None"	""	""	""	"CHEMBL218"	"Cannabinoid CB1 receptor"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1155906"	"1"	"Scientific Literature"	"Bioorg Med Chem Lett"	"2008"	"CHEMBL3308860"	""
"CHEMBL513903"	""	"None"	"408.86"	"1"	"5.83"	"rac-7"	"Fc1ccc(-c2noc([C@@H]3CCC[C@H]3Nc3cnc4ccccc4c3)n2)c(Cl)c1"	"Emax"	"'='"	"39.0"	"%"	""	""	""	"UO_0000187"	""	""	""	""	"0"	"CHEMBL976342"	"Agonist activity at human CB1 receptor expressed in insect Sf9 cells assessed as effect on Eu-GTP binding relative to CP-55940"	"B"	"BAO_0000219"	"cell-based format"	"Homo sapiens"	"None"	"None"	"Sf9"	"None"	""	""	""	"CHEMBL218"	"Cannabinoid CB1 receptor"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1155906"	"1"	"Scientific Literature"	"Bioorg Med Chem Lett"	"2008"	"CHEMBL3308860"	""
"CHEMBL32504"	""	"None"	"359.60"	"1"	"7.09"	"28"	"CCCCCCCCCCCCCCCC(=O)NCc1ccc(C)cc1"	"Inhibition"	"'='"	"4.8"	"%"	""	""	""	"UO_0000187"	""	""	""	""	"0"	"CHEMBL657503"	"Percent inhibition of specific binding of [3H]CP-55940 towards human cannabinoid receptor 1 from Chinese hamster ovary cell membranes at the concentration of 10 uM"	"B"	"BAO_0000219"	"cell-based format"	"None"	"None"	"None"	"ovary"	"None"	""	""	""	"CHEMBL218"	"Cannabinoid CB1 receptor"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1136715"	"1"	"Scientific Literature"	"J Med Chem"	"2003"	"None"	""
"CHEMBL334533"	"DEXANABINOL"	"3.0"	"386.58"	"1"	"6.22"	"HU-210"	"CCCCCCC(C)(C)c1cc(O)c2c(c1)OC(C)(C)[C@H]1CC=C(CO)C[C@H]21"	"EC50"	"'='"	"0.6"	"nM"	"9.22"	""	"Inverse agonist"	"UO_0000065"	""	""	""	""	"0"	"CHEMBL917774"	"Activity at human CB1 receptor by [35S]GTP-gamma-S binding stimulation assay"	"F"	"BAO_0000019"	"assay format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL218"	"Cannabinoid CB1 receptor"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1140299"	"1"	"Scientific Literature"	"J Med Chem"	"2005"	"None"	""
"CHEMBL1539"	"SULFADOXINE"	"4.0"	"310.34"	"0"	"0.88"	"SULFADOXINE"	"COc1ncnc(NS(=O)(=O)c2ccc(N)cc2)c1OC"	"Ki"	""	""	""	""	""	"Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured)"	""	""	""	""	""	"0"	"CHEMBL1909122"	"DRUGMATRIX: Cannabinoid CB1 radioligand binding (ligand: [3H] SR141716A)"	"B"	"BAO_0000249"	"cell membrane format"	"None"	"None"	"None"	"Chem-1"	"Membrane"	""	""	""	"CHEMBL218"	"Cannabinoid CB1 receptor"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1909046"	"15"	"DrugMatrix"	""	""	"None"	""
"CHEMBL111"	"RIMONABANT"	"4.0"	"463.80"	"1"	"5.94"	"SR-141716A"	"Cc1c(C(=O)NN2CCCCC2)nn(-c2ccc(Cl)cc2Cl)c1-c1ccc(Cl)cc1"	"Emax"	"'='"	"-84.0"	"%"	""	""	"Inverse agonist"	"UO_0000187"	""	""	""	""	"0"	"CHEMBL917775"	"Activity at human CB1 receptor by [35S]GTP-gamma-S binding stimulation assay at 10 uM relative to basal level"	"F"	"BAO_0000019"	"assay format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL218"	"Cannabinoid CB1 receptor"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1140299"	"1"	"Scientific Literature"	"J Med Chem"	"2005"	"None"	""
"CHEMBL510141"	""	"None"	"349.43"	"0"	"3.53"	"20b"	"CCOc1ccc(Cc2nc3cc(C(N)=O)ccc3n2CC2CC2)cc1"	"Ki"	"'>'"	"5000.0"	"nM"	""	""	""	"UO_0000065"	""	""	""	""	"0"	"CHEMBL953973"	"Displacement of [3H]CP-55940 from human CB1 receptor"	"B"	"BAO_0000357"	"single protein format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL218"	"Cannabinoid CB1 receptor"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1157439"	"1"	"Scientific Literature"	"Bioorg Med Chem Lett"	"2008"	"None"	""
"CHEMBL469693"	""	"None"	"448.61"	"0"	"4.51"	"9o"	"CCOc1ccc(Cc2nc3cc(C(=O)N(CC)CC)ccc3n2CC2CCNCC2)cc1"	"Ki"	"'>'"	"5000.0"	"nM"	""	""	""	"UO_0000065"	""	""	""	""	"0"	"CHEMBL953973"	"Displacement of [3H]CP-55940 from human CB1 receptor"	"B"	"BAO_0000357"	"single protein format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL218"	"Cannabinoid CB1 receptor"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1157439"	"1"	"Scientific Literature"	"Bioorg Med Chem Lett"	"2008"	"None"	""
"CHEMBL471558"	""	"None"	"435.57"	"0"	"4.69"	"9m"	"CCOc1ccc(Cc2nc3cc(C(=O)N(CC)CC)ccc3n2C[C@@H]2CCCO2)cc1"	"Ki"	"'>'"	"5000.0"	"nM"	""	""	""	"UO_0000065"	""	""	""	""	"0"	"CHEMBL953973"	"Displacement of [3H]CP-55940 from human CB1 receptor"	"B"	"BAO_0000357"	"single protein format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL218"	"Cannabinoid CB1 receptor"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1157439"	"1"	"Scientific Literature"	"Bioorg Med Chem Lett"	"2008"	"None"	""
"CHEMBL4519212"	""	"None"	"322.31"	"0"	"4.57"	"5c"	"O=C(Nc1nc2ccccc2s1)c1ccc(C(F)(F)F)cc1"	"Activity"	""	""	""	""	""	"Active"	""	""	""	""	""	"0"	"CHEMBL4367896"	"Displacement of [3H]CP55940 from recombinant human CB1R expressed in HEK293 cell membranes at 10 uM incubated for 90 mins relative to control"	"B"	"BAO_0000219"	"cell-based format"	"Homo sapiens"	"None"	"None"	"HEK293"	"None"	""	""	""	"CHEMBL218"	"Cannabinoid CB1 receptor"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL4364306"	"1"	"Scientific Literature"	"Eur J Med Chem"	"2019"	"CHEMBL3307715"	""
"CHEMBL515"	"CHLORAMBUCIL"	"4.0"	"304.22"	"0"	"3.38"	"CHLORAMBUCIL"	"O=C(O)CCCc1ccc(N(CCCl)CCCl)cc1"	"Ki"	""	""	""	""	""	"Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured)"	""	""	""	""	""	"0"	"CHEMBL1909122"	"DRUGMATRIX: Cannabinoid CB1 radioligand binding (ligand: [3H] SR141716A)"	"B"	"BAO_0000249"	"cell membrane format"	"None"	"None"	"None"	"Chem-1"	"Membrane"	""	""	""	"CHEMBL218"	"Cannabinoid CB1 receptor"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1909046"	"15"	"DrugMatrix"	""	""	"None"	""
